id,rouge1,rouge2,rougel,bertscore_precision,bertscore_recall,bertscore_f1,method
124,0.37457044673539525,0.07586206896551724,0.15807560137457047,0.5484476685523987,0.5411690473556519,0.5447840094566345,BERTScore-deberta-xlarge-mnli
125,0.5155440414507771,0.187012987012987,0.16580310880829016,0.6420302391052246,0.668120265007019,0.6548154950141907,BERTScore-deberta-xlarge-mnli
126,0.28125,0.10704960835509138,0.14583333333333334,0.5359528064727783,0.6218319535255432,0.5757073163986206,BERTScore-deberta-xlarge-mnli
127,0.3252279635258359,0.08841463414634146,0.17325227963525835,0.5552692413330078,0.658063530921936,0.6023119688034058,BERTScore-deberta-xlarge-mnli
128,0.3956343792633015,0.12859097127222982,0.1855388813096862,0.5680837631225586,0.6479884386062622,0.6054109334945679,BERTScore-deberta-xlarge-mnli
129,0.4586666666666667,0.18181818181818182,0.19200000000000003,0.6226591467857361,0.6823661923408508,0.6511468291282654,BERTScore-deberta-xlarge-mnli
130,0.44109589041095887,0.14835164835164838,0.19726027397260276,0.6092054843902588,0.6663734316825867,0.6365084052085876,BERTScore-deberta-xlarge-mnli
131,0.29591836734693877,0.07179487179487179,0.12755102040816327,0.590949296951294,0.6902920603752136,0.6367692947387695,BERTScore-deberta-xlarge-mnli
132,0.4568651275820171,0.15834348355663824,0.22114216281895505,0.5900186896324158,0.6537033319473267,0.6202305555343628,BERTScore-deberta-xlarge-mnli
133,0.4210526315789474,0.11388888888888889,0.19390581717451522,0.603378415107727,0.630419909954071,0.6166028380393982,BERTScore-deberta-xlarge-mnli
134,0.2939759036144578,0.07729468599033816,0.15180722891566265,0.5419542193412781,0.610264778137207,0.5740845203399658,BERTScore-deberta-xlarge-mnli
135,0.41582336706531736,0.10691244239631338,0.15823367065317387,0.575951337814331,0.6146293878555298,0.594662070274353,BERTScore-deberta-xlarge-mnli
136,0.40304182509505704,0.12706480304955528,0.17997465145754118,0.5791385173797607,0.6491481065750122,0.612148106098175,BERTScore-deberta-xlarge-mnli
137,0.5398457583547558,0.22680412371134023,0.2365038560411311,0.6649808883666992,0.7138364315032959,0.6885430812835693,BERTScore-deberta-xlarge-mnli
138,0.5229885057471264,0.19596541786743518,0.21264367816091953,0.6579884886741638,0.6699708700180054,0.6639256477355957,BERTScore-deberta-xlarge-mnli
